bnitems	9991479517896860261	13430986.75	3233969.82	180	8344169398048163093	0.0021	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä002
bnitems	9991479517896860262	13430986.75	3233969.82	178	8344169398048163094	0.0022	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä001
bnitems	9991479517896860262	13430986.75	3233969.82	178	8344169398048163095	0.0023	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä002
bnitems	9991479517896860263	13430986.75	3233969.82	178	8344169398048163096	0.0022	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä001
bnitems	9991479517896860263	13430986.75	3233969.82	178	8344169398048163097	0.0023	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä002
bnitems	9991479517896860264	13430986.75	3233969.82	179	8344169398048163098	0.0024	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä001
bnitems	9991479517896860264	13430986.75	3233969.82	179	8344169398048163099	0.0025	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä002
bnitems	9991479517896860265	13430986.75	3233969.82	178	8344169398048163096	0.0022	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä001
bnitems	9991479517896860265	13430986.75	3233969.82	178	8344169398048163097	0.0023	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä002
bnitems	9991479517896860266	13430986.75	3233969.82	179	8344169398048163098	0.0024	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä001
bnitems	9991479517896860266	13430986.75	3233969.82	179	8344169398048163099	0.0025	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä002
bnitems	9991479517896860267	13430986.75	3233969.82	178	8344169398048163100	0.0027	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä001
bnitems	9991479517896860267	13430986.75	3233969.82	178	8344169398048163101	0.0026	3.9673467	13434320.20	3230965.00	178	cityÆ¥Åä002
